,Unnamed: 0,ID,LATITUDE,LONGITUDE,ELEVATION,STATE,NAME,GSN FLAG,HCN/CRN FLAG,WMO ID,INVDIST
64,2298,USR0000CCLV,37.5531,-121.8439,374.9,CA,CALAVERAS ROAD CALIFORNIA,,,,0.09339160462660497
65,2403,USR0000CLVR,37.7119,-121.8136,243.8,CA,LIVERMORE CALIFORNIA,,,,0.07160442902587252
66,2439,USR0000COKN,37.865,-122.2208,427.6,CA,OAKLAND NORTH CALIFORNIA,,,,0.15701799780541686
67,2441,USR0000COKS,37.7861,-122.1447,333.8,CA,OAKLAND SOUTH CALIFORNIA,,,,0.21494571090662207
68,2460,USR0000CPOV,37.4431,-121.7706,629.7,CA,POVERTY CALIFORNIA,,,,0.05181651463039299
69,2474,USR0000CRSP,37.5019,-121.7355,932.7,CA,ROSE PEAK CALIFORNIA,,,,0.0536791603496453
70,2521,USR0000CTRA,37.8339,-122.0669,536.4,CA,LAS TRAMPAS CALIFORNIA,,,,0.11933220905150209
71,2634,USW00023230,37.7214,-122.2208,1.8,CA,OAKLAND METRO INTL AP,,,72493.0,0.09423254039417438
72,2640,USW00023239,37.7333,-122.3167,4.9,CA,ALAMEDA NAS,,,74506.0,0.06821643072654965
73,2657,USW00023285,37.6928,-121.8144,119.8,CA,LIVERMORE MUNI AP,,,,0.07344370881607391
74,2703,USW00093211,37.7333,-122.2,2.1,CA,OAKLAND NAS,,,,0.10716365078563861
75,2714,USW00093228,37.6542,-122.115,13.1,CA,HAYWARD AIR TERMINAL,,,72585.0,0.11549071272171045
